name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
My Universe,My Universe,Coldplay,3FeVmId7tL5YN8B7R3imoM,2021-09-24,94,0.588,0.701,0.443,-6.39,happy
Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,2020-10-01,85,0.702,0.825,0.915,-3.787,happy
Cherry (feat. Hayley Kiyoko),Cherry (feat. Hayley Kiyoko),FLETCHER,1o9kTjiWJ5lTgKonUK6jAU,2021-11-17,72,0.812,0.585,0.611,-4.644,happy
Take My Breath,Take My Breath,The Weeknd,6OGogr19zPTM4BALXuMQpF,2021-08-06,87,0.748,0.74,0.518,-6.01,happy
Lost,JORDI (Deluxe),Maroon 5,18XlJEroUwFo0tLZxscgXE,2021-06-11,79,0.766,0.706,0.766,-6.553,happy
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,85,0.776,0.808,0.494,-4.501,happy
Lease On Life,Lease On Life,Andy Grammer,763ynRN90zLEp9hrNNINjl,2021-06-28,53,0.704,0.701,0.606,-5.44,happy
Can I Get It,30,Adele,6w8ZPYdnGajyfPddTWdthN,2021-11-19,90,0.703,0.68,0.536,-6.118,happy
Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,44l9nnCVvOQBbWG6tDViKl,2020-08-21,70,0.715,0.658,0.795,-4.304,happy
Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,72,0.715,0.635,0.39,-6.591,happy
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,79,0.727,0.626,0.322,-8.415,happy
Overpass Graffiti,=,Ed Sheeran,4btFHqumCO31GksfuBLLv3,2021-10-29,90,0.52,0.849,0.774,-3.794,happy
Conversations in the Dark - John Legend vs. David Guetta,Conversations in the Dark,John Legend,20d27F17AZOxTJOEHAVK2Y,2020-02-14,68,0.572,0.742,0.376,-4.589,happy
Love Again,Future Nostalgia,Dua Lipa,1imMjt1YGNebtrtTAprKV7,2020-03-27,75,0.659,0.667,0.468,-4.668,happy
Little Bit of Love,Little Bit of Love (Acoustic),Tom Grennan,78q4ESvMkPVJzHAV11LAGE,2021-01-29,73,0.689,0.706,0.623,-4.48,happy
Cloudy Day,Cloudy Day,Tones And I,0mA7zotmg2ZFMRALljdZsS,2021-06-10,70,0.705,0.776,0.366,-6.096,happy
OK Not To Be OK,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,77,0.743,0.837,0.263,-5.025,happy
Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,2021-05-20,85,0.595,0.784,0.479,-4.878,happy
Run,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,2021-05-05,83,0.682,0.72,0.673,-8.173,happy
Shivers,Shivers,Ed Sheeran,6bQfNiqyCX7UaQSvVVGo4I,2021-09-10,57,0.788,0.859,0.822,-2.724,happy
Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,97,0.796,0.798,0.942,-6.312,happy
Fly Away,Fly Away,Tones And I,1jgu8MFTEGdL1wjw9gZj5y,2020-11-13,63,0.805,0.515,0.488,-6.201,happy
Fancy Like,Country Stuff,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,2021-06-04,83,0.649,0.76,0.843,-6.487,happy
Lil Bit,Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,2020-10-23,76,0.707,0.689,0.41,-7.097,happy
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,2020-07-03,86,0.734,0.874,0.905,-3.158,happy
Acapulco,Acapulco,Jason Derulo,3eJH2nAjvNXdmPfBkALiPZ,2021-09-03,88,0.774,0.792,0.507,-4.021,happy
Body Of Water,Pop?,Tierra Whack,3t3nRJMR8dvWySXrgGUpyD,2021-12-09,50,0.808,0.774,0.45,-3.724,happy
Puppet,Puppet,Faouzia,0H5fa5efEeedloCGpTvst4,2021-10-28,66,0.696,0.816,0.395,-4.684,happy
2step,=,Ed Sheeran,2SUxn2O9NHL6GHGQFgwCY0,2021-10-29,83,0.763,0.661,0.632,-5.592,happy
Have Mercy,Have Mercy,Chlöe,5SixeLvPsYpk7qq9lo5xYg,2021-09-10,84,0.903,0.535,0.508,-6.434,happy
I Love You But I Love Me More (feat. Beach Bunny),I Love You But I Love Me More (feat. Beach Bunny),MARINA,6CpeA8nhcJO9zdRsrJwLE8,2021-10-20,66,0.491,0.895,0.255,-4.823,happy
STUPID BIG TEETH,STUPID BIG TEETH,EMMY,44ESvGuO5spXkHDUNQcHyu,2021-12-03,56,0.891,0.489,0.791,-7.22,happy
Without You,Wonderful Misery,Miss Li,7tM5EjeyfAj2JaEF65Xdoe,2021-11-12,56,0.724,0.764,0.584,-4.963,happy
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,49dFIRQCQxPWgoH0m38XQ5,2020-04-23,72,0.696,0.686,0.7,-6.113,happy
Sunday Best,Where the Light Is,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,2019-01-06,81,0.878,0.525,0.694,-6.832,happy
NASA,"thank u, next",Ariana Grande,4uTvPEr01pjTbZgl7jcKBD,2019-02-08,71,0.747,0.458,0.47,-6.891,happy
American Boy,Shine,Estelle,22UDw8rSfLbUsaAGTXQ4Z8,2008-03-28,80,0.727,0.729,0.512,-2.99,happy
justified,justified,Kacey Musgraves,6IW4TUC3zHW4tpikDg1w7Y,2021-08-27,50,0.669,0.552,0.488,-7.98,happy
Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,4DpNNXFMMxQEKl7r0ykkWA,2015-08-14,83,0.68,0.729,0.446,-5.077,happy
La Di Da,"Love, me",Lennon Stella,2YyvWje3cEYyqgYhNUIaBJ,2018-11-17,65,0.689,0.679,0.475,-5.893,happy
Therefore I Am,Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,2020-11-12,81,0.889,0.34,0.716,-7.773,happy
Keep On,Self Portrait,Sasha Alex Sloan,4gbB4ORVF9jqFWgPF8277Z,2019-10-18,58,0.762,0.585,0.303,-8.819,happy
Sit Next to Me - Stereotypes Remix,Sit Next to Me (Stereotypes Remix),Foster The People,4v0CuFW0bEMBQ1gRn2mB3X,2018-02-23,58,0.68,0.738,0.675,-4.881,happy
I Like Me Better,I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,2017-05-19,7,0.752,0.505,0.419,-7.621,happy
Classic,MKTO,MKTO,2Dz8KeCYs9awlwUJStJlmh,2014,27,0.72,0.791,0.756,-4.689,happy
Sunshine - From the Motion Picture “Ron’s Gone Wrong”,Sunshine (From the Motion Picture “Ron’s Gone Wrong”),Liam Payne,48oN0dm8zwleoUvuLBqIOp,2021-08-27,67,0.717,0.735,0.787,-5.764,happy
Burning,Heard It In A Past Life,Maggie Rogers,68vxG1i6RSmrsY9mRdqDgG,2019-01-18,60,0.735,0.688,0.282,-5.471,happy
SCOOP (feat. Doja Cat),MONTERO,Lil Nas X,6bpq1jGkVz66Q3LYeoXdjZ,2021-09-17,82,0.841,0.527,0.582,-8.116,happy
Cry (with John Martin),Cry (with John Martin),Gryffin,1TF8rXy87zrnpBlS9TLykA,2020-07-30,60,0.458,0.802,0.51,-3.914,happy
Coastin’,Coastin’,Victoria Monét,1IjeGPU5hqHlJpm00zObN7,2021-08-05,70,0.807,0.481,0.748,-7.362,happy
Ain't Shit,Planet Her,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,2021-06-25,86,0.855,0.488,0.619,-4.601,happy
Stunnin',Stunnin',Curtis Waters,2LUdpPCiiza6UQugipjMeS,2020-05-19,0,0.906,0.604,0.899,-8.332,happy
Light On,Heard It In A Past Life,Maggie Rogers,6UnCGAEmrbGIOSmGRZQ1M2,2019-01-18,71,0.657,0.569,0.399,-6.287,happy
girls girls girls,girls girls girls,FLETCHER,6eutgX6jfXAsjTXgQtCtYV,2021-10-08,71,0.649,0.478,0.468,-8.834,happy
Love Song,Little Voice,Sara Bareilles,4E6cwWJWZw2zWf7VFbH7wf,2007-07-03,75,0.583,0.786,0.573,-3.142,happy
Feel Good (feat. Daya),Feel Good (feat. Daya),Gryffin,0Ev562zA4pmUsBqjxsxxdx,2017-03-03,71,0.625,0.707,0.479,-4.761,happy
Woman,Planet Her,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,2021-06-25,96,0.824,0.764,0.881,-4.175,happy
Unwritten,Unwritten,Natasha Bedingfield,7hhAwcMTdCHxuYkCHCfzw7,2004-09-06,39,0.706,0.8,0.629,-6.333,happy
Call On Me,Call On Me,RAYE,1gX4wETtMGvOB7u1proVfj,2021-06-11,68,0.582,0.889,0.438,-4.386,happy
Business (with Ella Eyre),Business (with Ella Eyre),Becky Hill,7f3oSqQXBCUiWtR0m7ieRw,2021-08-06,57,0.638,0.868,0.803,-2.509,happy
Tell Me I'm Pretty,Tell Me I'm Pretty,Brynn Elliott,4gfqsWnwbhyeXGBtyLTonu,2021-01-21,56,0.746,0.574,0.62,-5.148,happy
"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",Halsey,3XKjZcgNYtvCmBpE1nX7Wn,2021-08-27,68,0.517,0.7,0.518,-6.568,happy
The Man,Lover,Taylor Swift,3RauEVgRgj1IuWdJ9fDs70,2019-08-23,77,0.777,0.658,0.633,-5.191,happy
Say So,Hot Pink,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,2019-11-07,84,0.787,0.673,0.779,-4.583,happy
Diamonds,Love Goes,Sam Smith,1hJIbOjWpid6LtnozHmzRS,2020-10-30,73,0.637,0.666,0.529,-6.773,happy
Future Starts Now,Future Starts Now,Kim Petras,3p2wS6G159mBIU50xl7uvc,2021-08-27,67,0.693,0.853,0.432,-4.241,happy
September Song,September Song,JP Cooper,0DNk7lEqDGCN6nDD0H8emF,2016-09-16,0,0.623,0.656,0.366,-5.608,happy
Just The Way You Are,Just The Way You Are,Bruno Mars,24lMtPOCzP5g4hrg3NklLa,2010-07-20,0,0.637,0.843,0.434,-5.413,happy
Juice,Juice,Lizzo,0onslUNmSLDkuYaideYWir,2019-01-04,0,0.767,0.891,0.824,-3.01,happy
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,5hc71nKsUgtwQ3z52KEKQk,2016-02-26,75,0.61,0.788,0.472,-5.724,happy
supposed to,supposed to,BLÜ EYES,1Ya1He3XsuZVzq8tl3tdE9,2021-03-24,59,0.801,0.567,0.662,-6.332,happy
Better Together,In Between Dreams,Jack Johnson,2iXdwVdzA0KrI2Q0iZNJbX,2005-01-01,76,0.871,0.346,0.659,-9.481,happy
brokenhearted (together),brokenhearted (together),joan,45BmSERHSfZFaLH9oWtA1e,2021-02-11,50,0.614,0.622,0.539,-8.264,happy
It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,0RUGuh2uSNFJpGMSsD1F5C,2011-11-04,72,0.576,0.835,0.476,-6.826,happy
Half a Heart,Midnight Memories (Deluxe),One Direction,6nIE1oCE4udqMGv3bqVNVb,2013-11-25,70,0.515,0.714,0.495,-4.516,happy
Can I Be Him,Back from the Edge,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,2016-10-28,78,0.696,0.543,0.479,-6.164,happy
Tee Shirt - Soundtrack Version,Tee Shirt,Birdy,3C5in0EVdoGepp5bA6lhlE,2014-05-13,62,0.684,0.341,0.557,-9.497,happy
Why Don't You Love Me (feat. Demi Lovato),Whatever,Hot Chelle Rae,0cEBv7oJxFp3bfTFqWFI0R,2011-11-25,62,0.53,0.802,0.566,-6.494,happy
Dear No One,Foreword,Tori Kelly,2wWboDFZJPWXVNlHUbdSVQ,2013-01-01,70,0.627,0.592,0.462,-5.977,happy
Love You From a Distance,Love You From a Distance,Ashley Kutcher,7y8Qy4I0VWGMEbZvZ0C9x7,2020-10-30,66,0.333,0.538,0.63,-8.653,happy
The Enemy,Black Bear,Andrew Belle,6xJOhSm4SvZwzy3uhWz26O,2013-08-20,66,0.536,0.89,0.273,-5.222,happy
Breakeven,The Script,The Script,1fyysXwSGNtMeqMBLwW3SI,2008-07-14,67,0.63,0.694,0.49,-4.501,happy
Just My Soul Responding,5AM (Expanded Edition),Amber Run,5QPachkZsP2xHp52FIoX0d,2015-04-20,49,0.523,0.794,0.39,-6.818,happy
My Name Next To Yours,My Name Next To Yours,Cy,06g2mTFVd1NzgYT94N35dw,2021-03-26,39,0.886,0.535,0.571,-5.793,happy
Why,Why,Bazzi,1TioiVNFGeiMC6SiQceHPO,2018-01-26,0,0.677,0.669,0.502,-6.756,happy
I Don't Wanna Love You Anymore,Malibu Nights,LANY,7ArrTJ1LwcGAlEO65LUQ7i,2018-10-05,65,0.702,0.623,0.503,-8.36,happy
You Found Me,The Fray,The Fray,4IoYz8XqqdowINzfRrFnhi,2009-02-02,76,0.338,0.803,0.4,-5.412,happy
Crying My Eyes Out,Crying My Eyes Out,Stephen Puth,1e6McS5TlhjM3NRJMLfYPr,2019-11-22,59,0.746,0.529,0.719,-6.378,happy
You & Me,You & Me,James TW,5g45gvxgaYVuhkDACPnvfh,2019-01-18,0,0.714,0.683,0.824,-6.333,happy
the broken hearts club,the broken hearts club,Garrett Nash,5Cv1xqpyciZZuHHR7xr2l0,2018-03-30,0,0.62,0.288,0.691,-9.431,happy
Risk It All,Meet The Vamps,The Vamps,5sdTTy6GnSHRJfWI2ZvAGe,2014-01-01,51,0.489,0.738,0.655,-6.491,happy
when was it over? (feat. Sam Hunt),when was it over? (feat. Sam Hunt),Sasha Alex Sloan,779UN3kabApm2zfqX549vf,2021-04-23,73,0.626,0.453,0.494,-9.295,happy
A Little Too Much,Handwritten (Deluxe),Shawn Mendes,06DaCxeg3IUMcxDkKEyQKf,2015-04-13,0,0.553,0.507,0.57,-6.24,happy
You're All I Want,You're All I Want,Cigarettes After Sex,4nvLuqwTOZdEJI1fcHXv8h,2020-05-26,69,0.233,0.471,0.277,-10.947,chill
Tides,Tides,Bonobo,7rRYiBxeudiHMNmgptnne9,2021-10-20,66,0.6,0.314,0.201,-9.109,chill
I’ll Keep You Safe,I’ll Keep You Safe,Vluestar,3YfNhioGntblm6ciPsCwC9,2018-05-08,73,0.54,0.341,0.283,-10.399,chill
Water Theme,Winter Flower,Clams Casino,3teH1kAL5KrlUYosdt2nJI,2021-11-17,56,0.295,0.357,0.352,-9.116,chill
I Need U,I Need U,yaeow,5lbdxt9C6rsELTimTkyMn8,2020-05-28,chill,0.402,0.405,0.072,-12.486,chill
Sunrise,Sunrise,Kevitch,504BrFbtkCK5GG8U0wb2qb,2020-01-01,61,0.609,0.389,0.144,-11.675,chill
Buzzed,Buzzed,¿Téo?,125DSBjIfOOCkmyRukprZT,2021-06-01,61,0.599,0.484,0.371,-11.866,chill
idc,idc,Kevitch,0wJLHHZerP72pehv0g4RVq,2021-10-14,56,0.555,0.431,0.0934,-8.87,chill
homebody,homebody,Kamal.,3I3ZmlSouhOYDHGWn3w0CW,2020-03-04,63,0.762,0.244,0.255,-14.089,chill
Rings of Saturn,Apollo 8,Alann8h,6B2smPDLlM2Ms59jSB4pVH,2021-11-19,55,0.521,0.487,0.108,-8.501,chill
Not Around,Not Around,Nova,1Adhz5VVDZxhojOLfQQUxa,2019-08-04,78,0.499,0.695,0.235,-9.452,chill
Rain,Rain,Lucy Park,72afDNRJsldkG7R02rRdA1,2020-08-28,60,0.716,0.231,0.231,-14.739,chill
Sola,Sola,Nina Cobham,237dlPXLNIsatIRYKRbCWN,2020-03-27,chill,0.749,0.383,0.334,-13.404,chill
The Shaman,The Shaman,Joey Pecoraro,7FzTEzwDcjfxCFlNGkkrAU,2021-11-19,53,0.677,0.46,0.23,-10.749,chill
Red Room,Red Room,Hiatus Kaiyote,0aefDhwto2nL2kTHIiil0J,2021-04-27,61,0.687,0.361,0.453,-9.782,chill
Magia,Magia,Monogem,4jMHWmtD14blSqbRhq2gjp,2021-08-26,54,0.574,0.503,0.291,-9.919,chill
4:38am,The Color of Nothing,ford.,1mCS2aMR3hGZV1stAkjLcV,2020-10-16,chill,0.754,0.342,0.349,-11.3,chill
Time Moves Slow,IV,BADBADNOTGOOD,1I40L32fTSSkBkPeArX9Ul,2016-07-08,69,0.619,0.381,0.312,-10.691,chill
interested,interested,Nina Cobham,1Ubu0Ux7X3QpsMUYIt3HFT,2021-05-26,57,0.833,0.288,0.23,-11.599,chill
Crust,Yasuke,Flying Lotus,3KsS9NkC5ZlPAIWpGoL5Sx,2021-04-30,66,0.676,0.408,0.226,-7.937,chill
Queen of Paisley,Queen of Paisley,Silas Short,2YwDDVHflNhUKgu70WR7OH,2021-08-04,48,0.662,0.253,0.333,-9.975,chill
dreamin',dreamin',53 Thieves,4PlzJVdaRYC9Fg2AqlOxer,2020-02-07,61,0.831,0.419,0.339,-7.381,chill
12:34 AM,12:34 AM,Billy Lemos,16iNVfWKKZPDjctIcd0KMn,2017-06-27,66,0.711,0.473,0.32,-11.971,chill
No Trouble,Drugstore Heaven,Houses,2cd4QBg7XpGuSxq0yVHK2j,2021-04-02,51,0.527,0.354,0.242,-14.037,chill
Sleep Away,Sleep Away,Pastel,0yI8QQG8rKIYMMdIUJsllk,2021-11-12,47,0.616,0.204,0.471,-16.436,chill
But There's Still the Moon,But There's Still the Moon,Tasha,0tA5pH2uW1fKCQ44khDie8,2020-04-16,chill,0.662,0.36,0.271,-11.924,chill
Løb Stop Stå,Mellem Dine Læber,Boom Clap Bachelors,3wyLILirr6oFIFw1vYuktv,2020-08-07,53,0.493,0.335,0.279,-13.986,chill
peppermint,peppermint,lavender,1YjEwY8FrctMA4MX0RkdRx,2020-07-10,56,0.564,0.379,0.564,-7.732,chill
Automatic - Orion Sun Remix,Automatic (Orion Sun Remix),Spencer.,3IQ6PPDCEJBRFiqUCWeyI0,2021-04-27,57,0.647,0.459,0.261,-13.058,chill
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,69,0.732,0.304,0.185,-13.086,chill
Sun is going down,Sun is going down,HIMI,362Ev5LFc9zje3MhnzugOZ,2021-02-06,25,0.497,0.266,0.149,-12.67,chill
I Leave Again,I Leave Again,Petit Biscuit,5QI8TzL0eOULZSwsr1FJzu,2020-05-20,chill,0.755,0.614,0.148,-9.481,chill
3Hands / Divine Hand I,Rare Pleasure,Mndsgn,6HA8GGGDkEzJH1OWU5mRGg,2021-06-04,1,0.275,0.545,0.0837,-9.78,chill
Dreams,WHEN WE'RE FAR APART I FALL APART,Abby Holliday,17TX3VpcIYnjHLTFbXE9zO,2021-07-16,50,0.365,0.346,0.281,-12.907,chill
Lost Cause,Lost Cause,Billie Eilish,2xdwCJLfKCkat14mlgR26M,2021-06-02,40,0.671,0.336,0.518,-8.494,chill
do you come here often?,do you come here often?,Nina Cobham,0ShHM5WuJOUCexBXVi52My,2020-11-25,52,0.774,0.425,0.348,-11.925,chill
Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,83,0.498,0.235,0.0895,-16.541,chill
Larabar,Larabar,Wet,5wNVNjLNMX0jhefWFOqgT2,2021-08-04,55,0.491,0.318,0.152,-10.057,chill
The Most Beautiful Thing,The Most Beautiful Thing,Bruno Major,7EncNzyGs8uJiQittB38ef,2020-05-01,chill,0.806,0.362,0.42,-10.381,chill
alien jewelry,isolation,John The Blind,33pTrKPiYyP4F49jCgjNio,2021-01-12,49,0.453,0.541,0.219,-10.664,chill
All I C Is U,Hunny,Nate Traveller,2x4NzWn2QKMfnkwZzrQrd5,2020-10-16,51,0.445,0.212,0.0939,-14.313,chill
Sometimes (Backwood),Sometimes (Backwood),gigi,5ysFFsqJFcsX8Rez67j2tv,2021-02-15,71,0.41,0.174,0.0694,-11.405,chill
Muse,Muse (You Inspire Me),Afro Nostalgia,7mtYsNBYTDPa8Mscf166hg,2018-07-16,51,0.879,0.315,0.246,-13.052,chill
When Will I Learn,When Will I Learn,Tora,2ScZesPRtAwvZvajHgxDdQ,2021-05-27,43,0.671,0.399,0.187,-11.571,chill
something to live for,something to live for,kerri,0iQPej6D7P8i2lWlulqH2T,2020-08-07,49,0.58,0.34,0.347,-14.906,chill
My Mind Is a Maze,Dumb Daze,Alann8h,2P4qoMmSqElFcI7GYaPLwf,2020-05-14,57,0.85,0.223,0.468,-11.46,chill
Your Imagination (feat. Jaden),Your Imagination (feat. Jaden),Babe Rainbow,2EHQk2I0PFsu1zMa8eHeBB,2021-03-24,52,0.433,0.347,0.298,-9.553,chill
STAND STILL,STAND STILL,Bensbeendead.,6C54NvHWrSBZ5hQJTGH5RN,2020-09-30,49,0.629,0.355,0.27,-6.253,chill
3am,3am,Jaspa,2uWaQb9xq100a2QHDWQyRI,2020-04-17,51,0.565,0.44,0.229,-10.009,chill
cloud castle,jams EP,Luna Li,3gyIcFToYNdOJycgMShtb2,2021-02-05,51,0.556,0.563,0.349,-6.731,chill
Keep You Warm,This Empty Town,Jaguar Sun,4GjWZDfWw5ZnW9vmioJwY0,2020-07-24,53,0.527,0.555,0.18,-11.346,chill
Always Afternoon,Always Afternoon,Medasin,6GMaQmdpwGolGyuW6ZJ9X9,2019-05-10,61,0.598,0.357,0.168,-12.104,chill
Loving You Is a Mountain,Three,Isaia Huron,4tqZET1gHOGWY6UbHv6qWf,2020-01-03,chill,0.426,0.484,0.0384,-7.772,chill
Opiate,Opiate,Puma Blue,1iXho1Srl0akpZSSHfOFvP,2020-11-17,52,0.868,0.334,0.356,-8.81,chill
Rise,R I S E,WILLOW,0gxVuBfUu1TbmFyJZwK6X0,2020-11-20,56,0.321,0.317,0.129,-12.921,chill
Stuck in the Sky,Stuck in the Sky,María Isabel,0PZdvrkdzVpIyVCL7KLR2r,2020-10-16,51,0.395,0.344,0.0814,-10.529,chill
ACOUSCOUS,ACOUSCOUS,emawk,64lmE7hixqSVxMsk5nvG8e,2021-02-27,55,0.427,0.371,0.354,-11.405,chill
Tell Me,Tell Me,w00ds,0ndV1KbJuiFxPuZ4cJZZi8,2020-12-11,50,0.675,0.414,0.27,-12.641,chill
Doors To Kick (feat. BOYFRN),Doors To Kick (feat. BOYFRN),Bobby Freemont,304031hRDCZEAIItiKxSol,2021-05-20,48,0.67,0.319,0.253,-8.569,chill
Cotton Candy,Cotton Candy,Weston Estate,2UvMgTm9y3lStOyQE2yxKA,2019-05-24,56,0.606,0.275,0.19,-10.004,chill
Stay Where You Are,Stay Where You Are,Yuna,1hCss2zjMPOdWFbr5Ryf3F,2020-05-15,chill,0.569,0.339,0.121,-8.661,chill
James,Typical of Me,Laufey,3yQmQSliq7uJhJet0YGmeX,2021-04-30,53,0.5,0.372,0.371,-9.906,chill
Beautiful,Beautiful,Rhye,0UldHegZYf4q7bYDSGBZhq,2020-05-08,56,0.817,0.306,0.402,-11.959,chill
High (Remix),High (Remix),fika,32R9F2G42rDjgkZg3k5ecx,2020-04-23,50,0.502,0.513,0.102,-11.95,chill
you and the everything of everything,you and the everything of everything,RⱯHM ⚉,1Y8F8VNZ3Ij0MaD8PcpGpW,2021-01-29,48,0.635,0.448,0.239,-9.106,chill
What if,What if,HIMI,2nQSYKTUonp2v4HjMeZz0e,2021-03-26,47,0.413,0.275,0.175,-12.391,chill
Like Summer,Like Summer / Nothing Beyond,Kyan,3innRzfJF3RMcZbXv6It28,2018-05-25,51,0.605,0.425,0.376,-11.586,chill
Nothing,To Let A Good Thing Die,Bruno Major,2IAR0DziHCjSu16gR4ihvy,2020-06-05,85,0.555,0.27,0.274,-15.892,chill
this is what falling in love feels like,this is what falling in love feels like,JVKE,4UG2Fm0E98LhE2dlNxiAXx,2021-09-03,80,0.424,0.438,0.325,-5.53,chill
Moon,Donda,Kanye West,2Rd4eJ4KwXQQn2sMSToyUM,2021-08-29,66,0.319,0.236,0.254,-9.644,chill
Nothing's the Same,Nothing's the Same,Alexander 23,3NllHdYknM2F6UxxGevXWc,2020-12-11,chill,0.735,0.32,0.401,-11.32,chill
this is how you fall in love,this is how you fall in love,Jeremy Zucker,0742PcMPo2Akmo4vHC29VZ,2021-01-15,7,0.52,0.204,0.274,-12.488,chill
Till Forever Falls Apart,Till Forever Falls Apart,Ashe,2769RhOZs0ezRncRW1vryp,2021-03-02,74,0.509,0.498,0.283,-6.94,chill
Astronomy,Astronomy,Conan Gray,0KmgJyW4GDgonqsoyx0CZ3,2021-05-07,78,0.471,0.335,0.111,-8.767,chill
Painkiller,Painkiller,Ruel,1abFkY2jm6KDFMZ7RD9YJh,2019-04-30,63,0.675,0.414,0.439,-6.508,chill
AM I DREAMING (feat. Miley Cyrus),MONTERO,Lil Nas X,6isTQfKXhNO3EyJd9mSxx8,2021-09-17,75,0.629,0.445,0.209,-6.999,chill
hungover sunday,hungover sunday,Christian French,3jGlOBjMJiNDWhdqRJl5dK,2019-07-12,61,0.673,0.327,0.449,-7.67,chill
Brainstorm,Brainstorm,Alexander 23,3VcFoOwKYurSedLtz9nFJC,2020-10-09,chill,0.658,0.317,0.262,-12.318,chill
Put Your Records On,Put Your Records On,Ritt Momney,1fah1uAs7HeTYDlNftKr3K,2020-04-24,1,0.399,0.492,0.159,-10.777,chill
Cry with you,Cry with you,Jeremy Zucker,0hqJxaNkPQ3sPm1tvfPlAe,2021-08-20,66,0.51,0.307,0.356,-9.921,chill
What They'll Say About Us,What They'll Say About Us,FINNEAS,27Y1N4Q4U3EfDU5Ubw8ws2,2020-09-02,51,0.535,0.314,0.0663,-12.823,chill
nobody else,mama's boy,LANY,7GLBqDKAJLCLIsj2GEDkSw,2020-10-02,61,0.569,0.291,0.313,-14.509,chill
